Semana,Campus,Ncampus,Edificio,Sitio,Estado,Nestado,Copias/L
30,Saltillo,28,10,Aulas III,COAHUILA,8,0
33,Saltillo,28,7,LIFE,COAHUILA,8,0
33,Saltillo,28,9,Auditorio,COAHUILA,8,0
33,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
33,Saltillo,28,10,Aulas III,COAHUILA,8,0
33,Saltillo,28,11,Aulas II,COAHUILA,8,0
34,Saltillo,28,11,Aulas II,COAHUILA,8,0
34,Saltillo,28,7,LIFE,COAHUILA,8,0
34,Saltillo,28,9,Auditorio,COAHUILA,8,0
34,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
34,Saltillo,28,10,Aulas III,COAHUILA,8,0
35,Saltillo,28,7,LIFE,COAHUILA,8,0
35,Saltillo,28,9,Auditorio,COAHUILA,8,0
35,Saltillo,28,10,Aulas III,COAHUILA,8,0
35,Saltillo,28,11,Aulas II,COAHUILA,8,1429
35,Saltillo,28,10,Aulas III,COAHUILA,8,0
37,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,3735
37,Saltillo,28,10,Aulas III,COAHUILA,8,0
37,Saltillo,28,7,LIFE,COAHUILA,8,0
37,Saltillo,28,9,Auditorio,COAHUILA,8,0
37,Saltillo,28,11,Aulas II,COAHUILA,8,0
37,Saltillo,28,11,Aulas II,COAHUILA,8,0
37,Saltillo,28,7,LIFE,COAHUILA,8,0
37,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
37,Saltillo,28,10,Aulas III,COAHUILA,8,0
37,Saltillo,28,9,Auditorio,COAHUILA,8,0
38,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
38,Saltillo,28,7,LIFE,COAHUILA,8,0
38,Saltillo,28,10,Aulas III,COAHUILA,8,0
38,Saltillo,28,9,Auditorio,COAHUILA,8,0
38,Saltillo,28,11,Aulas II,COAHUILA,8,0
39,Saltillo,28,10,Aulas III,COAHUILA,8,0
39,Saltillo,28,11,Aulas II,COAHUILA,8,0
39,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
39,Saltillo,28,7,LIFE,COAHUILA,8,0
39,Saltillo,28,9,Auditorio,COAHUILA,8,0
40,Saltillo,28,7,LIFE,COAHUILA,8,0
40,Saltillo,28,10,Aulas III,COAHUILA,8,0
40,Saltillo,28,9,Auditorio,COAHUILA,8,0
40,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
40,Saltillo,28,11,Aulas II,COAHUILA,8,0
42,Saltillo,28,10,Aulas III,COAHUILA,8,0
42,Saltillo,28,7,LIFE,COAHUILA,8,0
42,Saltillo,28,9,Auditorio,COAHUILA,8,0
42,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
42,Saltillo,28,11,Aulas II,COAHUILA,8,0
43,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
43,Saltillo,28,11,Aulas II,COAHUILA,8,0
43,Saltillo,28,9,Auditorio,COAHUILA,8,0
43,Saltillo,28,7,LIFE,COAHUILA,8,0
43,Saltillo,28,3,Colector 3,COAHUILA,8,0
44,Saltillo,28,10,Aulas III,COAHUILA,8,26336
44,Saltillo,28,11,Aulas II,COAHUILA,8,0
44,Saltillo,28,9,Auditorio,COAHUILA,8,26876
44,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
44,Saltillo,28,7,LIFE,COAHUILA,8,7273
45,Saltillo,28,9,Auditorio,COAHUILA,8,0
45,Saltillo,28,10,Aulas III,COAHUILA,8,0
45,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
45,Saltillo,28,7,LIFE,COAHUILA,8,0
45,Saltillo,28,11,Aulas II,COAHUILA,8,0
46,Saltillo,28,9,Auditorio,COAHUILA,8,0
46,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
46,Saltillo,28,7,LIFE,COAHUILA,8,0
46,Saltillo,28,10,Aulas III,COAHUILA,8,0
46,Saltillo,28,11,Aulas II,COAHUILA,8,0
47,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
47,Saltillo,28,11,Aulas II,COAHUILA,8,0
47,Saltillo,28,7,LIFE,COAHUILA,8,0
47,Saltillo,28,9,Auditorio,COAHUILA,8,0
47,Saltillo,28,10,Aulas III,COAHUILA,8,0
48,Saltillo,28,11,Aulas II,COAHUILA,8,0
48,Saltillo,28,7,LIFE,COAHUILA,8,0
48,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
48,Saltillo,28,10,Aulas III,COAHUILA,8,0
48,Saltillo,28,9,Auditorio,COAHUILA,8,0
49,Saltillo,28,10,Aulas III,COAHUILA,8,0
49,Saltillo,28,9,Auditorio,COAHUILA,8,0
49,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
49,Saltillo,28,11,Aulas II,COAHUILA,8,0
49,Saltillo,28,7,LIFE,COAHUILA,8,0
50,Saltillo,28,7,LIFE,COAHUILA,8,0
50,Saltillo,28,0,Unidentified,COAHUILA,8,12506
50,Saltillo,28,11,Aulas II,COAHUILA,8,0
50,Saltillo,28,9,Auditorio,COAHUILA,8,0
50,Saltillo,28,10,Aulas III,COAHUILA,8,0
55,Saltillo,28,11,Aulas II,COAHUILA,8,0
55,Saltillo,28,7,LIFE,COAHUILA,8,0
56,Saltillo,28,7,LIFE,COAHUILA,8,12964
56,Saltillo,28,9,Auditorio,COAHUILA,8,72656
63,Saltillo,28,10,Aulas III,COAHUILA,8,0
63,Saltillo,28,11,Aulas II,COAHUILA,8,9184
63,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
63,Saltillo,28,7,LIFE,COAHUILA,8,0
63,Saltillo,28,9,Auditorio,COAHUILA,8,0
64,Saltillo,28,11,Aulas II,COAHUILA,8,0
64,Saltillo,28,7,LIFE,COAHUILA,8,0
64,Saltillo,28,9,Auditorio,COAHUILA,8,0
64,Saltillo,28,0,Unidentified,COAHUILA,8,0
64,Saltillo,28,10,Aulas III,COAHUILA,8,0
65,Saltillo,28,9,Auditorio,COAHUILA,8,0
65,Saltillo,28,7,LIFE,COAHUILA,8,0
65,Saltillo,28,10,Aulas III,COAHUILA,8,0
65,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
65,Saltillo,28,11,Aulas II,COAHUILA,8,0
66,Saltillo,28,10,Aulas III,COAHUILA,8,0
66,Saltillo,28,7,LIFE,COAHUILA,8,0
66,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
66,Saltillo,28,9,Auditorio,COAHUILA,8,0
66,Saltillo,28,11,Aulas II,COAHUILA,8,0
67,Saltillo,28,9,Auditorio,COAHUILA,8,0
67,Saltillo,28,11,Aulas II,COAHUILA,8,0
67,Saltillo,28,10,Aulas III,COAHUILA,8,0
67,Saltillo,28,7,LIFE,COAHUILA,8,0
67,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
69,Saltillo,28,11,Aulas II,COAHUILA,8,0
69,Saltillo,28,9,Auditorio,COAHUILA,8,0
69,Saltillo,28,7,LIFE,COAHUILA,8,0
69,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
69,Saltillo,28,10,Aulas III,COAHUILA,8,0
70,Saltillo,28,9,Auditorio,COAHUILA,8,0
70,Saltillo,28,10,Aulas III,COAHUILA,8,0
70,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
70,Saltillo,28,7,LIFE,COAHUILA,8,0
70,Saltillo,28,11,Aulas II,COAHUILA,8,0
71,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
71,Saltillo,28,9,Auditorio,COAHUILA,8,0
71,Saltillo,28,11,Aulas II,COAHUILA,8,0
71,Saltillo,28,7,LIFE,COAHUILA,8,0
71,Saltillo,28,10,Aulas III,COAHUILA,8,0
72,Saltillo,28,9,Auditorio,COAHUILA,8,0
72,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
72,Saltillo,28,7,LIFE,COAHUILA,8,0
72,Saltillo,28,10,Aulas III,COAHUILA,8,0
72,Saltillo,28,11,Aulas II,COAHUILA,8,0
73,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
73,Saltillo,28,7,LIFE,COAHUILA,8,0
73,Saltillo,28,11,Aulas II,COAHUILA,8,0
73,Saltillo,28,9,Auditorio,COAHUILA,8,0
73,Saltillo,28,10,Aulas III,COAHUILA,8,0
74,Saltillo,28,10,Aulas III,COAHUILA,8,0
74,Saltillo,28,9,Auditorio,COAHUILA,8,0
74,Saltillo,28,11,Aulas II,COAHUILA,8,0
74,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
74,Saltillo,28,7,LIFE,COAHUILA,8,0
75,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
75,Saltillo,28,11,Aulas II,COAHUILA,8,0
75,Saltillo,28,7,LIFE,COAHUILA,8,0
75,Saltillo,28,9,Auditorio,COAHUILA,8,0
75,Saltillo,28,10,Aulas III,COAHUILA,8,0
76,Saltillo,28,9,Auditorio,COAHUILA,8,0
76,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
76,Saltillo,28,7,LIFE,COAHUILA,8,0
76,Saltillo,28,10,Aulas III,COAHUILA,8,0
76,Saltillo,28,10,Aulas III,COAHUILA,8,0
77,Saltillo,28,11,Aulas II,COAHUILA,8,0
77,Saltillo,28,10,Aulas III,COAHUILA,8,0
77,Saltillo,28,7,LIFE,COAHUILA,8,0
77,Saltillo,28,0,Unidentified,COAHUILA,8,0
77,Saltillo,28,9,Auditorio,COAHUILA,8,0
78,Saltillo,28,7,LIFE,COAHUILA,8,0
78,Saltillo,28,11,Aulas II,COAHUILA,8,0
78,Saltillo,28,4,Colector 4 (Aulas IV),COAHUILA,8,0
78,Saltillo,28,10,Aulas III,COAHUILA,8,0
78,Saltillo,28,9,Auditorio,COAHUILA,8,0
7,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
7,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,293436.5714
7,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
8,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
8,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,52190
8,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,1524
9,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
9,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
9,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,44190
10,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
10,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,3429
10,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
11,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,153524
11,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
11,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
12,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
12,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
12,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
13,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
13,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
13,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,19810
15,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
15,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
15,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
16,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
16,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
16,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
17,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
17,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
17,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
18,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
18,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
18,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
19,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
19,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
19,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
20,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
20,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
20,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
21,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
21,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
21,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
22,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
22,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
22,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
23,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
23,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
23,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
24,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
24,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
24,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
25,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
25,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
25,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
26,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
26,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
26,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
27,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
27,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
27,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
28,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
28,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
28,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
29,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
29,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
29,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
30,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
30,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
30,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
31,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
31,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,67920
31,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
31,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,249794
32,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,5448
32,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
32,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,2282
33,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
33,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
33,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,838
34,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
34,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
34,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
35,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,215486
35,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
35,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
35,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
36,CDMX,3,5,Biblioteca,DISTRITO FEDERAL,7,48442
36,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,1848
36,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,351181
36,CDMX,3,5,Edificio 2,DISTRITO FEDERAL,7,1270606
36,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,6133
36,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
37,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
37,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,1785
37,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
37,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,1961
37,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,18995
37,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
38,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,31071
38,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,30771
38,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,1183
38,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
38,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
38,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,58663
39,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,10545
39,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
39,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
39,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
39,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,14966
39,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
40,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
40,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
40,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
40,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,10213
40,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
40,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
41,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,46110
41,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
41,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
41,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
41,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,7839
41,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
42,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
42,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
42,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
42,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
42,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
42,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
43,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
43,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
43,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
43,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
43,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
43,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
44,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
44,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,38511
44,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,10183
44,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,25316
44,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
44,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,33034
45,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
45,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
45,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
45,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
45,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
45,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
45,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,18120
45,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
46,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
46,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,8139
46,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
46,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
46,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
46,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
47,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
47,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
47,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
47,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
47,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
47,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
48,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
48,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
48,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
48,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
48,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
48,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,8970
49,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
49,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
49,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
49,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
49,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
49,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
50,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
50,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
50,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
50,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
50,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
50,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
55,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
55,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,8636
55,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,33587
55,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,13813
55,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
55,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
56,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,7327264
56,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,60287
56,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,72639
56,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,2670081
56,CDMX,3,4,CCyD,DISTRITO FEDERAL,7,0
56,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,10973151
63,CDMX,3,0,Unidentified,DISTRITO FEDERAL,7,0
63,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
63,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,36279
63,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
63,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,76650
63,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,13607
64,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
64,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
64,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
64,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
64,CDMX,3,0,Unidentified,DISTRITO FEDERAL,7,11756
64,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
65,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
65,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
65,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
65,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
65,CDMX,3,0,Unidentified,DISTRITO FEDERAL,7,0
65,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
66,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
66,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
66,CDMX,3,0,Unidentified,DISTRITO FEDERAL,7,0
66,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
66,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
66,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
67,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
67,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
67,CDMX,3,0,Unidentified,DISTRITO FEDERAL,7,0
67,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
67,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
67,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
69,CDMX,3,3,CIEE,DISTRITO FEDERAL,7,0
69,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
69,CDMX,3,0,Unidentified,DISTRITO FEDERAL,7,0
69,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
69,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
69,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
69,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
70,CDMX,3,0,Unidentified,DISTRITO FEDERAL,7,5773
70,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,5773
70,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,5773
70,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,5773
70,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,5773
70,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,5773
71,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,4410
71,CDMX,3,0,Unidentified,DISTRITO FEDERAL,7,4410
71,CDMX,3,3,Biblioteca,DISTRITO FEDERAL,7,4410
71,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,4410
71,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,4410
71,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,4410
72,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
72,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
72,CDMX,3,0,Unidentified,DISTRITO FEDERAL,7,0
72,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
72,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
72,CDMX,3,2,Edificio sur,DISTRITO FEDERAL,7,0
73,CDMX,3,1,CEDETEC (PTAR),DISTRITO FEDERAL,7,0
73,CDMX,3,6,Biblioteca,DISTRITO FEDERAL,7,0
73,CDMX,3,5,Edificio 1,DISTRITO FEDERAL,7,0
73,CDMX,3,7,Edificio 2,DISTRITO FEDERAL,7,0
