Semana,Campus,Ncampus,Edificio,Sitio,Estado,Copias/L
5,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
7,Aguascalientes,1,6,LIFE,AGUASCALIENTES,134080
8,Aguascalientes,1,1,Colector principal,AGUASCALIENTES,1464762
9,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
10,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,50667
10,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,24000
10,Aguascalientes,1,6,LIFE,AGUASCALIENTES,21190
11,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
11,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,5214
11,Aguascalientes,1,6,LIFE,AGUASCALIENTES,7667
12,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
12,Aguascalientes,1,6,LIFE,AGUASCALIENTES,3810
12,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,1143
13,Aguascalientes,1,6,LIFE,AGUASCALIENTES,14857
13,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,22857
13,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
15,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
15,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
15,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
16,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
16,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
16,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,381
17,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
17,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
17,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
18,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
18,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,2739
18,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
19,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
19,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,1253
19,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
20,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
20,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
20,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
21,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
21,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
21,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
22,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
22,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
22,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
23,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
23,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
23,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
24,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
24,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
24,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
25,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
25,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
25,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
26,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
26,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
26,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
27,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
27,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
27,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
28,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
28,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
28,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
29,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
29,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
29,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
30,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
30,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
30,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
31,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
31,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
31,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
32,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
32,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
32,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
33,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
33,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
33,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
34,Aguascalientes,1,6,LIFE,AGUASCALIENTES,998
34,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,998
34,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
35,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
35,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
35,Aguascalientes,1,6,LIFE,AGUASCALIENTES,651
36,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
36,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
36,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
37,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
37,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
37,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
38,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
38,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
38,Aguascalientes,1,6,LIFE,AGUASCALIENTES,752100
39,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1261825
39,Aguascalientes,1,7,Colector Aulas,AGUASCALIENTES,0
39,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
40,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
40,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
40,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
40,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
40,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
40,Aguascalientes,1,6,LIFE,AGUASCALIENTES,12694
41,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
41,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,61371
41,Aguascalientes,1,6,LIFE,AGUASCALIENTES,15973
41,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
41,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
41,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
42,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
42,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
42,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
42,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
42,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
42,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
43,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
43,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
43,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
43,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
43,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
43,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
44,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,21403
44,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
44,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,101734
44,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,24664
44,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
44,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,28307
45,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
45,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
45,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
45,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
45,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,31804
45,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
45,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
46,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,6506
46,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
46,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
46,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
46,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
47,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
47,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
47,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
47,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
47,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
47,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,9921
48,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
48,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
48,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
48,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,5979
48,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
48,Aguascalientes,1,6,LIFE,AGUASCALIENTES,1479
49,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,1781901
49,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
49,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
49,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,146863
49,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
49,Aguascalientes,1,6,LIFE,AGUASCALIENTES,78390
50,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
50,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,0
50,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
50,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
50,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
50,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
55,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
55,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,55033
55,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
55,Aguascalientes,1,8,CEDES,AGUASCALIENTES,282677
55,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
55,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,127491
56,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,37993
56,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,90789
56,Aguascalientes,1,8,CEDES,AGUASCALIENTES,142899
56,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,758421
56,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,83434
56,Aguascalientes,1,6,LIFE,AGUASCALIENTES,87806
63,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
63,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
63,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
63,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
63,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
63,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
64,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
64,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
64,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,0
64,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,0
64,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,0
64,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
65,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
65,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
65,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,0
65,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
65,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
65,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
66,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,0
66,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
66,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
66,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
66,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
66,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
67,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
67,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
67,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,0
67,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
67,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
67,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
69,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,22179
69,Aguascalientes,1,6,LIFE,AGUASCALIENTES,22179
69,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,22179
69,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,22179
69,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,22179
69,Aguascalientes,1,8,CEDES,AGUASCALIENTES,22179
70,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,6154
70,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,6154
70,Aguascalientes,1,8,CEDES,AGUASCALIENTES,6154
70,Aguascalientes,1,6,LIFE,AGUASCALIENTES,6154
70,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,88354
70,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,88354
71,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
71,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
71,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
71,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
71,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
71,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
72,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
72,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,0
72,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
72,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
72,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
72,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
73,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
73,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
73,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
73,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
73,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
73,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
74,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
74,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
74,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
74,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
74,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
74,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
75,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
75,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
75,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
75,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
75,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
75,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
76,Aguascalientes,1,9,Vestidores,AGUASCALIENTES,0
76,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
76,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
76,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
76,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
77,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
77,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
77,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
77,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
77,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
77,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,0
78,Aguascalientes,1,8,CEDES,AGUASCALIENTES,0
78,Aguascalientes,1,0,Unidentified,AGUASCALIENTES,0
78,Aguascalientes,1,5,CEDIAM,AGUASCALIENTES,0
78,Aguascalientes,1,6,LIFE,AGUASCALIENTES,0
78,Aguascalientes,1,4,AULAS III,AGUASCALIENTES,0
78,Aguascalientes,1,2,AULAS I,AGUASCALIENTES,0
6,Chiapas,5,1,Colector principal,CHIAPAS,0
7,Chiapas,5,1,Colector principal,CHIAPAS,0
8,Chiapas,5,1,Colector principal,CHIAPAS,0
9,Chiapas,5,1,Colector principal,CHIAPAS,0
10,Chiapas,5,1,Colector principal,CHIAPAS,0
11,Chiapas,5,3,Biblioteca,CHIAPAS,0
11,Chiapas,5,1,Colector principal,CHIAPAS,0
11,Chiapas,5,3,Biblioteca,CHIAPAS,0
12,Chiapas,5,1,Colector principal,CHIAPAS,0
13,Chiapas,5,1,Colector principal,CHIAPAS,0
15,Chiapas,5,1,Colector principal,CHIAPAS,0
16,Chiapas,5,1,Colector principal,CHIAPAS,0
16,Chiapas,5,1,Colector principal,CHIAPAS,0
16,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,197714
17,Chiapas,5,1,Colector principal,CHIAPAS,0
18,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,44960
18,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
19,Chiapas,5,1,Colector principal,CHIAPAS,0
19,Chiapas,5,1,Colector principal,CHIAPAS,0
20,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
20,Chiapas,5,1,Colector principal,CHIAPAS,0
20,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,88663
21,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
21,Chiapas,5,1,Colector principal,CHIAPAS,0
22,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
23,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
23,Chiapas,5,1,Colector principal,CHIAPAS,0
23,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,1996
24,Chiapas,5,1,Colector principal,CHIAPAS,0
24,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
25,Chiapas,5,1,Colector principal,CHIAPAS,0
26,Chiapas,5,1,Colector principal,CHIAPAS,0
26,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
27,Chiapas,5,1,Colector principal,CHIAPAS,0
27,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
28,Chiapas,5,1,Colector principal,CHIAPAS,0
29,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
29,Chiapas,5,1,Colector principal,CHIAPAS,0
30,Chiapas,5,1,Colector principal,CHIAPAS,0
30,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
31,Chiapas,5,1,Colector principal,CHIAPAS,0
31,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,364960
32,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
32,Chiapas,5,1,Colector principal,CHIAPAS,1467
33,Chiapas,5,1,Colector principal,CHIAPAS,3783
33,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
34,Chiapas,5,1,Colector principal,CHIAPAS,0
34,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
35,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,12846
35,Chiapas,5,1,Colector principal,CHIAPAS,0
36,Chiapas,5,1,Colector principal,CHIAPAS,0
36,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
36,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,1113
37,Chiapas,5,1,Colector principal,CHIAPAS,0
37,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,3846
38,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
38,Chiapas,5,1,Colector principal,CHIAPAS,0
39,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
39,Chiapas,5,1,Colector principal,CHIAPAS,0
40,Chiapas,5,1,Colector principal,CHIAPAS,0
40,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
41,Chiapas,5,1,Colector principal,CHIAPAS,0
41,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,13526
42,Chiapas,5,1,Colector principal,CHIAPAS,0
42,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
43,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
43,Chiapas,5,1,Colector principal,CHIAPAS,0
44,Chiapas,5,1,Colector principal,CHIAPAS,0
44,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,7071
45,Chiapas,5,1,Colector principal,CHIAPAS,0
45,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
46,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
46,Chiapas,5,1,Colector principal,CHIAPAS,0
47,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
47,Chiapas,5,1,Colector principal,CHIAPAS,0
48,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
48,Chiapas,5,1,Colector principal,CHIAPAS,0
49,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
49,Chiapas,5,1,Colector principal,CHIAPAS,0
50,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
50,Chiapas,5,1,Colector principal,CHIAPAS,0
55,Chiapas,5,1,Colector principal,CHIAPAS,0
55,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,42879
56,Chiapas,5,1,Colector principal,CHIAPAS,60266
56,Chiapas,5,11,Centro Internacional Para la Innovación Social,CHIAPAS,0
63,Chiapas,5,1,Colector Red interna,CHIAPAS,0
65,Chiapas,5,1,Colector Red interna,CHIAPAS,0
66,Chiapas,5,0,Unidentified,CHIAPAS,0
67,Chiapas,5,0,Unidentified,CHIAPAS,0
70,Chiapas,5,1,Colector Red interna,CHIAPAS,0
71,Chiapas,5,1,Colector principal,CHIAPAS,49299
72,Chiapas,5,1,Colector principal,CHIAPAS,13294
73,Chiapas,5,1,Colector principal,CHIAPAS,0
74,Chiapas,5,0,Unidentified,CHIAPAS,0
75,Chiapas,5,1,Colector Red interna,CHIAPAS,0
76,Chiapas,5,0,Unidentified,CHIAPAS,0
77,Chiapas,5,1,Colector principal,CHIAPAS,0
78,Chiapas,5,1,Colector principal,CHIAPAS,0
6,CDJ,2,3,Secundaria,CHIHUAHUA,0
7,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
7,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
8,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
8,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
8,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
9,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
9,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
9,CDJ,2,3,Secundaria,CHIHUAHUA,0
10,CDJ,2,3,Secundaria,CHIHUAHUA,0
10,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
10,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
11,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
11,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
11,CDJ,2,3,Secundaria,CHIHUAHUA,0
12,CDJ,2,3,Secundaria,CHIHUAHUA,0
12,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
12,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
13,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
13,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
13,CDJ,2,3,Secundaria,CHIHUAHUA,0
15,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
15,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
15,CDJ,2,3,Secundaria,CHIHUAHUA,0
16,CDJ,2,3,Secundaria,CHIHUAHUA,0
16,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
16,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
17,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
17,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
17,CDJ,2,3,Secundaria,CHIHUAHUA,0
18,CDJ,2,3,Secundaria,CHIHUAHUA,0
18,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,956
18,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,956
19,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
19,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
19,CDJ,2,3,Secundaria,CHIHUAHUA,0
20,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
20,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
20,CDJ,2,3,Secundaria,CHIHUAHUA,0
21,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
21,CDJ,2,3,Secundaria,CHIHUAHUA,0
21,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
22,CDJ,2,3,Secundaria,CHIHUAHUA,0
22,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
22,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
23,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
23,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
23,CDJ,2,3,Secundaria,CHIHUAHUA,0
24,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
24,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
24,CDJ,2,3,Secundaria,CHIHUAHUA,979
25,CDJ,2,3,Secundaria,CHIHUAHUA,0
25,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
25,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
26,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
26,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
26,CDJ,2,3,Secundaria,CHIHUAHUA,0
27,CDJ,2,3,Secundaria,CHIHUAHUA,0
27,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
27,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
28,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
28,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
28,CDJ,2,3,Secundaria,CHIHUAHUA,0
29,CDJ,2,1,Colector 1 (PF),CHIHUAHUA,0
29,CDJ,2,2,Colector 2 (Aulas),CHIHUAHUA,0
29,CDJ,2,3,Secundaria,CHIHUAHUA,0
30,CDJ,2,3,Secundaria,CHIHUAHUA,0
